Calculation1,School,City,County/State/ Territory,Count,uad_uc_ethn_7_cat,Pivot Field Values
A B MILLER HIGH SCHOOL50944,A B MILLER HIGH SCHOOL,Fontana,San Bernardino,App,Hispanic/ Latinx,9
A B MILLER HIGH SCHOOL50944,A B MILLER HIGH SCHOOL,Fontana,San Bernardino,App,All,13
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,App,Asian,9
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,3
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,App,Hispanic/ Latinx,8
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,3
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,5
ABRAHAM LINCOLN HIGH SCHOOL51520,ABRAHAM LINCOLN HIGH SCHOOL,Los Angeles,Los Angeles,App,All,18
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Enr,Asian,6
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Adm,Asian,9
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,App,Asian,79
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,App,Hispanic/ Latinx,17
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Enr,All,7
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,Adm,All,12
ABRAHAM LINCOLN HIGH SCHOOL52910,ABRAHAM LINCOLN HIGH SCHOOL,San Francisco,San Francisco,App,All,110
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Adm,White,4
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,App,White,9
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,App,Asian,10
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latinx,29
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Enr,All,5
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,Adm,All,8
ABRAHAM LINCOLN HIGH SCHOOL53075,ABRAHAM LINCOLN HIGH SCHOOL,San Jose,Santa Clara,App,All,53
ACAD FOR ACADEMIC EXCELLENCE50126,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,App,All,5
ACADEMIA AVANCE CHARTER SCHOOL54247,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,App,All,10
ACADEMIC LEADERSHIP COMMUNITY54254,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,App,Hispanic/ Latinx,5
ACADEMIC LEADERSHIP COMMUNITY54254,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,App,All,7
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,App,Asian,5
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Enr,Hispanic/ Latinx,3
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Adm,Hispanic/ Latinx,4
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,App,Hispanic/ Latinx,9
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Enr,All,5
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Adm,All,6
ACADEMIES EDUCATION/EMPOWERMNT54617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,App,All,15
ACADEMY OF MEDICAL ARTS AT CARSON54618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,App,Asian,5
ACADEMY OF MEDICAL ARTS AT CARSON54618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Enr,All,3
ACADEMY OF MEDICAL ARTS AT CARSON54618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Adm,All,3
ACADEMY OF MEDICAL ARTS AT CARSON54618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,App,All,8
ACADEMY OF SCIENTIFIC EXPLORAT54563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,App,Hispanic/ Latinx,7
ACADEMY OF SCIENTIFIC EXPLORAT54563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Adm,All,4
ACADEMY OF SCIENTIFIC EXPLORAT54563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,App,All,8
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm,Asian,4
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App,Asian,14
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App,Hispanic/ Latinx,11
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Enr,All,4
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm,All,10
ACADEMY OF THE CANYONS53262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App,All,31
ACADEMY OF THE REDWOODS54135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,App,All,7
ACADEMY-SAN FRAN @ MCATEER54439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App,Asian,11
ACADEMY-SAN FRAN @ MCATEER54439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Enr,All,3
ACADEMY-SAN FRAN @ MCATEER54439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Adm,All,3
ACADEMY-SAN FRAN @ MCATEER54439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App,All,14
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,Domestic Unknown,6
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enr,White,4
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,White,11
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,White,57
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,Asian,3
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,Asian,31
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enr,All,5
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,All,15
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,All,101
ACE CHARTER HIGH SCHOOL54660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latinx,8
ACE CHARTER HIGH SCHOOL54660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App,All,9
ADELANTO HIGH SCHOOL54672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App,Hispanic/ Latinx,16
ADELANTO HIGH SCHOOL54672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App,All,21
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,White,5
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,White,14
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,Asian,4
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,Asian,20
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,Hispanic/ Latinx,14
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enr,All,5
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,All,10
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,All,50
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,White,11
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm,Asian,7
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,Asian,52
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,Hispanic/ Latinx,7
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enr,All,7
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm,All,9
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,All,74
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,Domestic Unknown,7
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enr,White,5
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,White,12
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,White,48
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,Asian,13
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,Hispanic/ Latinx,6
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enr,All,6
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,All,18
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,All,77
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enr,Asian,6
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm,Asian,8
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,Asian,40
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,Hispanic/ Latinx,8
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,African American,5
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enr,All,8
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm,All,11
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,All,55
ALAIN LEROY LOCKE COLLEGE PREP54367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,Hispanic/ Latinx,7
ALAIN LEROY LOCKE COLLEGE PREP54367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,African American,5
ALAIN LEROY LOCKE COLLEGE PREP54367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,All,12
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App,White,5
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App,Asian,7
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enr,All,3
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm,All,3
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App,All,15
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,White,3
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,White,4
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,White,27
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,Asian,7
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,Asian,13
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,Asian,89
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,Hispanic/ Latinx,3
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,Hispanic/ Latinx,10
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,African American,7
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,All,13
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,All,21
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,All,138
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enr,Asian,8
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm,Asian,10
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App,Asian,25
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enr,All,9
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm,All,13
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App,All,35
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,Domestic Unknown,7
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,White,4
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,White,5
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,White,38
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,Asian,6
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,Asian,6
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,Asian,48
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,Hispanic/ Latinx,5
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,African American,5
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,All,13
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,All,15
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,All,103
ALBERT EINSTEIN LETTER ART SCI54493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,App,All,5
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,White,8
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,White,33
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,Asian,8
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,6
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,Hispanic/ Latinx,21
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,African American,19
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,18
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,All,82
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enr,Asian,6
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm,Asian,12
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,Asian,61
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enr,Hispanic/ Latinx,3
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm,Hispanic/ Latinx,5
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,Hispanic/ Latinx,16
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enr,All,9
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm,All,17
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,All,82
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,White,9
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,Asian,5
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,Hispanic/ Latinx,5
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,All,20
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,App,Hispanic/ Latinx,41
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enr,All,4
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm,All,6
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,App,All,45
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,Int'l,5
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,Domestic Unknown,6
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,White,37
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,Asian,3
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,Asian,36
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,Hispanic/ Latinx,13
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enr,All,4
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,All,8
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,All,102
ALLIANCE ALICE M BAXTER CRHS54771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,App,Hispanic/ Latinx,7
ALLIANCE ALICE M BAXTER CRHS54771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,App,All,9
ALLIANCE CINDY/BILL SIMON TECH51804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App,Hispanic/ Latinx,5
ALLIANCE CINDY/BILL SIMON TECH51804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App,All,6
ALLIANCE COLLINS FAMILY COLRDY54118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App,All,11
ALLIANCE DR OLGA MOHAN HIGH SC51779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App,Hispanic/ Latinx,8
ALLIANCE DR OLGA MOHAN HIGH SC51779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App,All,9
ALLIANCE GERTZ-RESSLER HIGH SC53983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm,All,3
ALLIANCE GERTZ-RESSLER HIGH SC53983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App,All,13
ALLIANCE JUDY BURTON TECH ACAD54088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm,All,3
ALLIANCE JUDY BURTON TECH ACAD54088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App,All,9
ALLIANCE LEICHTMAN-LEVINE ESHS54360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App,Hispanic/ Latinx,7
ALLIANCE LEICHTMAN-LEVINE ESHS54360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App,All,11
ALLIANCE M&E STERN MATH SCI SCH54163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,3
ALLIANCE M&E STERN MATH SCI SCH54163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App,Hispanic/ Latinx,15
ALLIANCE M&E STERN MATH SCI SCH54163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm,All,4
ALLIANCE M&E STERN MATH SCI SCH54163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App,All,16
ALLIANCE MARGARET M BLOOMFIELD54772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm,All,4
ALLIANCE MARGARET M BLOOMFIELD54772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App,All,20
ALLIANCE MORGAN MCKINZIE HS54346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App,All,6
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App,Hispanic/ Latinx,13
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App,All,15
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,6
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App,Hispanic/ Latinx,13
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm,All,7
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App,All,16
ALLIANCE PIERA BARBAGLIA HSA54361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App,All,6
ALLIANCE RENEE & MEYER LUSKIN51663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App,Hispanic/ Latinx,15
ALLIANCE RENEE & MEYER LUSKIN51663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App,All,16
ALLIANCE SMIDT TECHNOLOGY HIGH54636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App,All,10
ALLIANCE TED K TAJIMA HIGH SCH54513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App,Hispanic/ Latinx,7
ALLIANCE TED K TAJIMA HIGH SCH54513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm,All,3
ALLIANCE TED K TAJIMA HIGH SCH54513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App,All,8
ALLIANCE TENNENBAUM FAMILY TECH HS54527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App,Hispanic/ Latinx,12
ALLIANCE TENNENBAUM FAMILY TECH HS54527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App,All,15
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,Asian,5
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,Hispanic/ Latinx,9
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,All,24
ALTERNATIVES IN ACTION HS50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App,Hispanic/ Latinx,5
ALTERNATIVES IN ACTION HS50013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App,All,6
AMADOR HIGH SCHOOL53480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App,White,7
AMADOR HIGH SCHOOL53480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm,All,3
