Calculation1,School,City,County/State/ Territory,Count,uad_uc_ethn_7_cat,Pivot Field Values
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,White,7
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,White,36
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enr,Asian,3
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,Asian,3
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,Asian,14
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,Hispanic/ Latinx,6
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enr,All,11
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm,All,14
ACALANES HIGH SCHOOL51315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App,All,60
ADELANTO HIGH SCHOOL54672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App,Hispanic/ Latinx,8
ADELANTO HIGH SCHOOL54672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App,All,13
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,White,4
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,White,17
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,Asian,15
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,Hispanic/ Latinx,11
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enr,All,3
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm,All,6
ADOLFO CAMARILLO HIGH SCHOOL50438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App,All,46
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,White,12
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,Asian,42
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm,All,6
ADRIAN C WILCOX HIGH SCHOOL53276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App,All,61
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enr,White,9
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,White,13
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,White,50
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,Asian,4
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,Asian,10
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,Hispanic/ Latinx,6
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,Hispanic/ Latinx,12
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enr,All,11
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm,All,24
AGOURA HIGH SCHOOL50003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App,All,78
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,Asian,18
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm,All,9
AIMS COLLEGE PREP HIGH SCHOOL54176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App,All,20
ALAIN LEROY LOCKE COLLEGE PREP54367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,Hispanic/ Latinx,24
ALAIN LEROY LOCKE COLLEGE PREP54367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App,All,28
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm,All,3
ALAMEDA COMMUNITY LEARNING CTR50011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App,All,6
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,White,3
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,White,4
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,White,17
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,Asian,12
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,Asian,18
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,Asian,84
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,Hispanic/ Latinx,9
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,African American,6
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enr,All,15
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm,All,26
ALAMEDA HIGH SCHOOL50005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App,All,120
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App,Asian,12
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enr,All,5
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm,All,6
ALAMEDA SCIENCE & TECHLGY INST50029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App,All,20
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,White,5
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,White,5
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,White,26
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,Asian,12
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,Asian,15
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,Asian,53
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,Hispanic/ Latinx,8
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Enr,All,18
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm,All,21
ALBANY HIGH SCHOOL50035,ALBANY HIGH SCHOOL,Albany,Alameda,App,All,96
ALBERT EINSTEIN LETTER ART SCI54493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,Adm,All,4
ALBERT EINSTEIN LETTER ART SCI54493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,App,All,8
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,White,6
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,White,31
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Asian,3
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,Asian,15
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Hispanic/ Latinx,5
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,9
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,Hispanic/ Latinx,28
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,African American,19
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enr,All,11
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm,All,20
ALEXANDER HAMILTON HIGH SCHOOL51525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App,All,94
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,Asian,39
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,Hispanic/ Latinx,9
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm,All,3
ALHAMBRA HIGH SCHOOL50050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App,All,54
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,White,8
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,Asian,6
ALHAMBRA HIGH SCHOOL51915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App,All,19
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enr,Hispanic/ Latinx,5
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm,Hispanic/ Latinx,8
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,App,Hispanic/ Latinx,34
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enr,All,6
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm,All,9
ALISAL HIGH SCHOOL52742,ALISAL HIGH SCHOOL,Salinas,Monterey,App,All,37
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enr,White,5
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,White,10
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,White,43
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enr,Asian,3
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,Asian,14
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,Asian,42
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,African American,7
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enr,All,9
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm,All,29
ALISO NIGUEL HIGH SCHOOL51324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App,All,101
ALLIANCE CINDY/BILL SIMON TECH51804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App,Hispanic/ Latinx,9
ALLIANCE CINDY/BILL SIMON TECH51804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App,All,11
ALLIANCE COLLINS FAMILY COLRDY54118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App,All,38
ALLIANCE DR OLGA MOHAN HIGH SC51779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App,All,8
ALLIANCE JUDY BURTON TECH ACAD54088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App,Hispanic/ Latinx,17
ALLIANCE JUDY BURTON TECH ACAD54088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App,All,19
ALLIANCE LEICHTMAN-LEVINE ESHS54360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App,Hispanic/ Latinx,7
ALLIANCE LEICHTMAN-LEVINE ESHS54360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App,All,8
ALLIANCE M&E STERN MATH SCI SCH54163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App,All,9
ALLIANCE MORGAN MCKINZIE HS54346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App,All,6
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,3
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App,Hispanic/ Latinx,11
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm,All,4
ALLIANCE OUCHI-O'DONOVAN 6-1251598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App,All,14
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App,Hispanic/ Latinx,6
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enr,All,3
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm,All,3
ALLIANCE PATTI & PETER ACADEMY54218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App,All,12
ALLIANCE PIERA BARBAGLIA HSA54361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App,Hispanic/ Latinx,5
ALLIANCE PIERA BARBAGLIA HSA54361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App,All,7
ALLIANCE TED K TAJIMA HIGH SCH54513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App,All,13
ALLIANCE TENNENBAUM FAMILY TECH HS54527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App,All,7
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,White,7
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,Asian,5
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,Hispanic/ Latinx,9
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm,All,4
ALTA LOMA HIGH SCHOOL50077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App,All,24
ALTA VISTA ALTERNATIVE HS54462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,App,All,7
AMADOR HIGH SCHOOL53480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App,White,5
AMADOR HIGH SCHOOL53480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App,All,6
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,Domestic Unknown,11
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,White,5
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,White,7
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,White,39
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,Asian,14
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,Asian,33
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,Asian,102
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enr,All,19
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm,All,40
AMADOR VALLEY HIGH SCHOOL52495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App,All,161
AMBASSADOR SCHL GLOBAL LDRSHP51776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App,Hispanic/ Latinx,5
AMBASSADOR SCHL GLOBAL LDRSHP51776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App,All,9
AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,Asian,21
AMERICAN CANYON HIGH SCHOOL54406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App,All,33
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,White,13
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,Asian,12
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,Asian,21
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Asian,104
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,Hispanic/ Latinx,5
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enr,All,15
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm,All,25
AMERICAN HIGH SCHOOL50974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App,All,131
ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,Hispanic/ Latinx,16
ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enr,All,3
ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm,All,4
ANAHEIM HIGH SCHOOL50090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App,All,19
ANAHUACALMECAC INTRL UNIV PREP54332,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,App,All,6
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enr,White,3
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm,White,5
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,White,21
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,Asian,5
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,Hispanic/ Latinx,9
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enr,All,6
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm,All,8
ANALY HIGH SCHOOL53345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App,All,37
ANDERSON VALLEY HIGH SCHOOL50355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App,Hispanic/ Latinx,8
ANDERSON VALLEY HIGH SCHOOL50355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm,All,3
ANDERSON VALLEY HIGH SCHOOL50355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App,All,10
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,Asian,5
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,Asian,11
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Asian,48
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latinx,13
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enr,All,6
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm,All,12
ANDREW P HILL HIGH SCHOOL53077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App,All,67
ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,White,7
ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Asian,17
ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App,Hispanic/ Latinx,8
ANGELO RODRIGUEZ HIGH SCHOOL50919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm,African American,3
